Unnamed: 0,Image,Question_2,Answer_2,Question_3,Answer_3,Question_4,Answer_4,Question_5,Answer_5,Question_6,Answer_6,Answer_1
8025,0aa0330f3238b29,What is the flavor profile of the stir-fry?,savory,What type of food is being cooked?,vegetables,What color are the broccoli pieces?,green,Where are the green broccoli pieces mostly located?,around the top,What color are the bell pepper segments??,yellow,stirfry
8027,34870ef7e2418c1,What color are the broccoli florets?,green,How are the broccoli florets arranged in the pan?,scattered,What type of vegetable is green and scattered in the pan?,broccoli,What color are the bell pepper pieces that are interspersed with the other vegetables?,red,Where are the vegetables being cooked??,in a pan,stirfry
8028,83478514e073c3e,What color are the cauliflower florets?,purple,What vegetable is purple in the dish?,cauliflower,What color are the broccoli pieces?,green,Where are the mushrooms located?,on the plate,What type of fungi is present in the dish??,mushrooms,stirfry
8029,97b54e90a25edf4,What color are the broccoli florets?,dark green,What protein is present in the dish?,tofu,What color are the tofu cubes?,golden brown,What color are the carrot slices?,orange,Where are the cabbage leaves located??,in between,stirfry
8030,f9a0934ef76d9c7,What does the turkey stock fill?,fills,What is the main ingredient in the stock?,turkey,What is the texture of the turkey stock?,smooth,What is the turkey stock made from?,stock,Where is the turkey stock located in the bowl??,of the bowl,stock
8031,b4e1c1ec4b61034,What color is the chicken stock?,translucent,What is the color of the pot?,pot,What color are the onions?,white,What color are the celery pieces?,green,Where are the celery pieces predominantly located??,on the left side,stock
8032,5352def7631c5a3,What does the shrimp stock fill?,fills,What is the consistency of the shrimp stock?,thick,What is the shrimp stock contained in?,pot,What color are the shrimp?,pink-orange,Where are some of the shrimp concentrated??,on the top,stock
8033,bf38224b5029bae,What color is the bowl?,white,What is the shape of the container holding the stock?,bowl,What color are the specks in the stock?,green,Where is the spoon positioned?,below the saucer,How does the stock appear in the center of the bowl??,light,stock
8034,2cf4fe1be3be2f2,What color is the stock in the bottom jar?,red,What are the stocks stored in?,jars,What type of food is being prepared?,vegetable,What color is the stock in the middle jar?,yellow,Where is the pot resting??,on a pad,stock
8035,bf89d616000ec8e,What color is the roasted-vegetable stock?,brown,What is the roasted-vegetable stock made from?,stock,Where is the glass jar located in the image?,located,What type of food is the stock made from?,vegetable,On which side of the image is the glass jar located??,on the left side,stock
8036,f07d3c43ecb9247,What color is the vegetable stock?,brown,What is the vegetable stock stored in?,jar,What color are the celery stalks?,green,Where is the jar located?,on the cutting board,What is the main ingredient in the stock??,vegetable,stock
8037,1b54785a56eed89,What does the Bramblett's Vegetable Stock do to the leaf-shaped dish?,fills,What is the shape of the dish?,dish,Where is the Bramblett's Vegetable Stock located?,located,What color is the rim surrounding the Bramblett's Vegetable Stock?,orange-brown,Where is the Bramblett's Vegetable Stock positioned within the dish??,within the dish,stock
8038,2f9b60f4b065969,What is the pan used for in the image?,baking,What color is the baking pan?,grey,How are the blueberries arranged in the strata?,scattered,What fruit is scattered throughout the bread?,blueberries,Where can the white cream be seen??,between the bread pieces,strata
8039,b46a712abe33008,What is the flavor of the bread in the dish?,sweet,What type of food is the strata made from?,bread,What color is the sweet bread strata after baking?,golden brown,What color are the edges of the sweet bread strata?,with some darker brown edges,What color are the green onions in the dish??,green,strata
8040,c65804e16e5a86b,What color is the strata in the glass dish?,golden,What type of dish is the breakfast item?,strata,What color are the bread cubes on the plate?,browned,What color are the spinach leaves in the strata?,dark green,Where is the serving of strata presented??,on the white plate,strata
8041,77becc846021b7e,What color are the asparagus pieces?,light green,What type of container is the strata in?,dish,How are the mushrooms arranged in the dish?,distributed,What color are the mushrooms?,dark brown,What is on top of the strata??,with melted cheese,strata
8042,b0a6c7d9c1efa0b,How is the bacon arranged in the strata?,layered,What type of meat is visible in the strata?,bacon,What is the state of the cheddar on top of the strata?,melted,What vegetable forms a distinct layer in the strata?,spinach,Where is the spinach located in the strata??,between the layers,strata
8043,8cafa7c1244472f,What process was used to prepare the egg strata?,baking,What are the golden brown cubes in the strata made of?,bread,What color is the top layer of the strata?,golden brown,Where is the fluffy egg strata primarily located?,located in,What color is the layer beneath the bread cubes in the strata??,yellow,strata
8045,b7b5f7fb4c23822,What color is the base of the strawberry whip?,pink,What fruit is arranged on top of the whip?,strawberries,How are the sliced strawberries arranged on the whip?,displaying,What color are the outer edges of the sliced strawberries?,red,Where are the sliced strawberries placed on the whip??,on top,strawberry
8046,826289e169a894d,What fruit is featured in the image?,strawberries,How are the strawberries arranged in the image?,scattered,What container holds the strawberries?,bowl,How is the balsamic glaze applied to the strawberries?,drizzled,Where are the strawberries placed in relation to the creamy white substance??,atop a creamy white substance,strawberry
8047,b02942ed2bda1a8,What color is the ice cream?,pink,What fruit is in the ice cream?,strawberries,What is the ice cream served in?,dish,What pattern is on the tablecloth?,checkered,Where is the dish located in the image??,in the image,strawberry
8048,8c9c9eed4a31a39,What flavor is the frozen dessert?,strawberry,What shape is the dessert block?,squares,How is the strawberry presented on the dessert?,sliced,What color is the sliced strawberry?,red,Where is the sliced strawberry placed??,on top of,strawberry
8049,630c7262171f720,What color are the strawberries in the image?,red,What fruit is featured on the shortcake?,strawberries,Where does the large pile of strawberries sit?,sits,What color is the whipped cream on the shortcake?,white,Where is the whipped cream placed in relation to the shortcake??,on top of,strawberry
8050,28f3831cc0cf2c8,What color are the sugar crystals on the strawberries?,red,What type of fruit is shown in the image?,strawberries,How do the sugar crystals on the strawberries appear?,bright,Where are the strawberries placed?,on a white paper liner,What is the glass dish surrounded by??,in,strawberry
8051,151082e8be9fdb0,How do the chopped strawberries appear on top of the pink layer?,glistening,What material is the Strawberry Dream presented in?,glass,What fruit is used in the Strawberry Dream?,strawberries,What is the state of the strawberries on top of the pink layer?,chopped,Where are the chopped strawberries positioned in the glass??,on top of,strawberry
8052,7c7cf1bb8fede70,What color are the strawberries?,red,What fruit is shown in the image?,strawberries,What are the strawberries dipped in?,dipped,What color is the chocolate on the strawberries?,brown,Where is the chocolate on the strawberries??,on the bottom,strawberry
8053,27d0d3a6a8dbde3,What color are the strawberries?,red,What type of fruit is in the salad?,strawberries,Are the strawberries whole or sliced?,sliced,Where are the whole strawberries located?,on the upper side,What color is the cheese??,white,strawberry
8054,48675208834e75c,What color are the strawberries?,red,What type of fruit is shown in the image?,strawberries,What color is the chocolate drizzled on some strawberries?,pink,What are the strawberries drizzled with?,with,What is the color of the sprinkles on some strawberries??,drizzled,strawberry
8055,1b50281546197e0,What color is the ice cream?,pink,How are the strawberry pieces distributed in the ice cream?,scattered,What fruit flavor is the ice cream?,strawberry,What is the ice cream served in?,bowl,Where are the mint leaves placed??,on top of,strawberry
