Image,Question,Answer,predicted_answer,gpt_score
b33b2265b8e3f87,What color is the plate,red,green,0.5
b33b2265b8e3f87,What type of food is shown,tacos,flautas,0.5
b33b2265b8e3f87,What color are the taco shells,golden-brown,golden-yellow,0.5
b33b2265b8e3f87,What is happening to the fillings,spilling,spilling,0.5
b33b2265b8e3f87,Where are the tacos placed,on a red plate,on a plate,0.5
f1801f8847dee20,What color is the mahi mahi's crust,brown,tan,0.5
f1801f8847dee20,What is the mahi mahi served on,plate,with,0.5
f1801f8847dee20,Where is the taco topping primarily placed,on top,on a bed,0.5
f1801f8847dee20,What is on top of the mahi mahi,topping,pineapple,0.5
b5a3740d260a0cf,What type of food is being described,tacos,fritters,0.5
b5a3740d260a0cf,What color are the tomato slices,red,red,0.5
b5a3740d260a0cf,Where are the tacos placed,on plate,on a plate,0.5
b5a3740d260a0cf,What color are the avocado slices,green,green,0.5
03945ba374db01c,What type of food is shown in the image,tacos,fajitas,0.5
03945ba374db01c,What color are the taco shells,golden-brown,golden-yellow,0.5
03945ba374db01c,What color are the tomatoes inside the tacos,red,golden,0.5
03945ba374db01c,Where are the other tacos located,behind,on the plate,0.5
6318b209c5d8b65,What color are the taffy pieces,brown,orange,0.5
6318b209c5d8b65,What type of candy is shown in the image,taffy,peanut brittle,0.5
6318b209c5d8b65,What color is the surface the taffy is on,white,orange,0.5
6318b209c5d8b65,What other color tone do some taffy pieces have,orange,orange,0.5
6318b209c5d8b65,Where are the taffy pieces placed,across a white surface,on a plate,0.5
b0f66d2cb4c1f77,What type of food is displayed in the foreground,tamale,donuts,0.5
b0f66d2cb4c1f77,What color is the corn husk under the tamale,yellow,yellowish,0.5
b0f66d2cb4c1f77,Where are the tamales placed,on a white plate,on a patterned white plate,0.5
d28b39d99db3e0b,What color are the taquitos,golden-brown,golden-brown,0.5
d28b39d99db3e0b,What type of food is shown in the image,taquitos,fajitas,0.5
d28b39d99db3e0b,What color variations are visible on the taquitos,brown,golden-brown,0.5
db022623a32e7ae,What color are the baked taquitos,tan,golden-brown,0.5
db022623a32e7ae,What type of food is shown in the image,taquitos,fajitas,0.5
db022623a32e7ae,What color is the melted cheese on the taquitos,orange,golden-brown,0.5
db022623a32e7ae,Where are the fresh green cilantro leaves placed,scattered over,on top,0.5
db022623a32e7ae,What material is the board under the plate made of,wooden,wooden,0.5
1aa5ae3b9f6e0db,What color is the base layer of the tart,yellow,puff pastry,0.5
1aa5ae3b9f6e0db,Where are the Pineapple Meringue Tart pieces placed,plate,in the image,0.5
1aa5ae3b9f6e0db,What color is the meringue layer,white,beige,0.5
1aa5ae3b9f6e0db,What is the texture of the top of the meringue,toasted,white,0.5
1aa5ae3b9f6e0db,Where are the tart pieces located,on a plate,scattered,0.5
90ead502d026745,What color are the tater tots,golden brown,golden-brown,0.5
90ead502d026745,What is the main ingredient in the dish,tater tots,fries,0.5
90ead502d026745,What color is the plate,white,green,0.5
90ead502d026745,Where is the sauce drizzled,over the tater tots,over the pasta,0.5
d1ad9c754aa697a,What color is the tea,orange,amber,0.5
d1ad9c754aa697a,What is the tea served in,glass,glass,0.5
d1ad9c754aa697a,How are the ice cubes arranged in the tea,scattered,float,0.5
d1ad9c754aa697a,What color is the cinnamon stick,brown,cinnamon,0.5
d1ad9c754aa697a,Where is the cinnamon stick placed,on top,in the wine,0.5
b71b76cf8d104b4,What is the color of the tea in the glass teacup,amber,amber,0.5
b71b76cf8d104b4,What type of beverage is in the glass teacup,tea,tonic,0.5
b71b76cf8d104b4,What is floating on the surface of the tea,lemon,cranberry,0.5
b71b76cf8d104b4,What color is the decorative saucer,green,white,0.5
b71b76cf8d104b4,Where is the thin slice of lemon located,on the surface,at the top,0.5
34b57aacca7966a,What type of container is the tea in,mug,spiced,0.5
34b57aacca7966a,What color is the tea,beige,amber,0.5
34b57aacca7966a,Where is the mug placed,on a white tiled surface,on top of,0.5
34b57aacca7966a,What type of beverage is in the mug,tea,tan,0.5
0eb658c957d98c0,What is the tea served in,glass,glass,0.5
0eb658c957d98c0,What color describes the tea,tan,amber,0.5
0eb658c957d98c0,Where is the tea positioned in the image,in the center,in the center,0.5
ab815925487ce3b,What is the temperature of the tea,Hot,hot,0.5
ab815925487ce3b,What type of beverage is shown,Tea,tea,0.5
ab815925487ce3b,What color is the tea,Amber,amber,0.5
ab815925487ce3b,Where is the teacup resting,Resting on a saucer,floral,0.5
ab815925487ce3b,What flavor is the tea,Ginger,peach,0.5
b0fdc6af7f2645a,What is the color of the glass teapot,clear,clear,0.5
b0fdc6af7f2645a,What color are the basil leaves,green,green,0.5
b0fdc6af7f2645a,What is the hue of the tea,reddish-pink,tea,0.5
b0fdc6af7f2645a,Where are the loose basil leaves and dried hibiscus flowers positioned,to the left,to the left,0.5
dc7078acdfb1703,What color are the chicken tenders,brown,golden-brown,0.5
dc7078acdfb1703,What type of meat is shown in the image,chicken,chicken,0.5
dc7078acdfb1703,What color is the plate,white,green,0.5
d44ef12ebd2068c,What color is the plate,white,green,0.5
d44ef12ebd2068c,What type of meat is featured in the dish,tenderloins,chicken,0.5
d44ef12ebd2068c,What color is the outside of the tenderloins,reddish-brown,on the top,0.5
d44ef12ebd2068c,How is the brownish sauce applied to the tenderloins,drizzled,drizzled,0.5
d44ef12ebd2068c,Where is the sprig of green parsley placed,on top,in the lower left,0.5
22730038e750ba4,What color is the interior of the pork,pink,pink,0.5
22730038e750ba4,What type of meat is shown in the image,pork,chicken,0.5
22730038e750ba4,What color is the outer layer of the pork,dark brown,golden-brown,0.5
22730038e750ba4,How was the pork prepared to achieve its outer color,seared,baking,0.5
22730038e750ba4,Where is the largest slice of pork located in the image,from the bottom left,in the front,0.5
1ab59eb690c3b5d,What color are the baked chicken thighs,golden,brown,0.5
1ab59eb690c3b5d,What type of meat is shown in the image,chicken,chicken,0.5
1ab59eb690c3b5d,What color are the mushrooms,brown,dark,0.5
1ab59eb690c3b5d,Where are the mushrooms placed,piled on top,container,0.5
1ab59eb690c3b5d,What color is the parsley,green,green,0.5
3f9831aeae8dd21,What color is the tilapia,white,tan,0.5
3f9831aeae8dd21,What type of fish is shown in the image,tilapia,Flounder,0.5
3f9831aeae8dd21,What color are the crumbs on the tilapia,golden-brown,tan,0.5
3f9831aeae8dd21,Where is the purplish food item located relative to the fish,to the left,on the left,0.5
3f9831aeae8dd21,How would you describe the surface of the crumbs on the tilapia,textured,textured,0.5
2eb69d1ad1c14be,What color is the burrata cheese,white,white,0.5
2eb69d1ad1c14be,What color are the tomato slices,red,red,0.5
2eb69d1ad1c14be,Where are the tomato slices and tomato sauce located,on top,between the tomato,0.5
fd3101be707b71f,What type of dessert is located inside the small glass jar,ice cream,filled,0.5
fd3101be707b71f,Where is the green tea ice cream located,located inside,on top of,0.5
fd3101be707b71f,What is the lighter green ice cream possibly made of,tofu,ice,0.5
fd3101be707b71f,How does the tofu ice cream appear,creamy,white,0.5
fd3101be707b71f,How is the green tea ice cream served,scooped,bowl,0.5
b3d4f40408a3449,What is the main protein in the dish,tofu,chicken,0.5
b3d4f40408a3449,What color are the bell peppers on the skewers,red,red,0.5
b3d4f40408a3449,What color is the tofu on the skewers,golden-brown,light brown,0.5
b3d4f40408a3449,What vegetable is dark and threaded onto the skewers,eggplant,skewers,0.5
cb9d2c39afa6e98,What is the name of the Japanese dish in the bowl,Agedashi,hummus,0.5
cb9d2c39afa6e98,What color is the rim of the bowl,brown,with a green rim,0.5
cb9d2c39afa6e98,How are the tofu pieces arranged in the bowl,scattered,arranged,0.5
6ae90b789637671,What color are the tofu pieces,tan,tan,0.5
6ae90b789637671,Where are the tofu pieces located within the plate,shifted to the left,in the,0.5
6ae90b789637671,What color are the broccoli florets,green,green,0.5
6ae90b789637671,How are the red bell pepper chunks distributed,scattered,yellow,0.5
328211d7fd13871,What color are the tofu pieces,orange,tan,0.5
328211d7fd13871,What type of protein is used in the dish,tofu,meat,0.5
328211d7fd13871,Where is the snow pea resting,resting between,green,0.5
328211d7fd13871,What is the tofu resting on,rice,bowl,0.5
328211d7fd13871,How are the carrots arranged around the tofu,scattered,stacked on,0.5
817a2e78403865a,What color are the edges of the tofu,brown,brown,0.5
817a2e78403865a,How is the tofu arranged in the bowl,scattered,scattered,0.5
817a2e78403865a,What vegetable is mixed with the tofu,broccoli,carrots,0.5
817a2e78403865a,What color is the broccoli,green,green,0.5
2fad435041d2dc8,What is the main ingredient of the dish,tofu,falafel,0.5
2fad435041d2dc8,What color is the plate,blue,green,0.5
2fad435041d2dc8,Where are the tofu pieces located on the plate,on the left side,in the,0.5
2fad435041d2dc8,What color are the fried tofu pieces,golden-brown,golden-brown,0.5
97b516e3344fd79,What type of bowl is the dish served in,decorative,salad,0.5
97b516e3344fd79,What is the main ingredient in the dish,tofu,fries,0.5
97b516e3344fd79,What color is the decorative bowl,blue,gold,0.5
97b516e3344fd79,Where is the small spoon located,on the upper left,in the jam,0.5
97b516e3344fd79,What is scattered throughout the bowl alongside the tofu,mushrooms,ginger,0.5
f4f9e7ee742b6e5,What color are the tomatoes,red,red,0.5
f4f9e7ee742b6e5,What type of vegetable is shown in the image,tomatoes,garlic,0.5
f4f9e7ee742b6e5,What color is the plate,white,green,0.5
f4f9e7ee742b6e5,Where is the front tomato positioned relative to the viewer,closer to,over the salad,0.5
f4f9e7ee742b6e5,What color is the parsley,green,green,0.5
e98a385db039315,What color are the tomatoes,red,red,0.5
e98a385db039315,What type of vegetable is shown in the image,tomatoes,garlic,0.5
e98a385db039315,What color are the patches on some of the tomatoes,yellow,darker,0.5
26c7b4853f446d6,What is the main ingredient in the casserole,tomato,noodles,0.5
26c7b4853f446d6,What type of dish is the casserole in,transparent,casserole,0.5
26c7b4853f446d6,What color is the melted cheese on top of the casserole,orange,yellow,0.5
ea0d52534352951,Is the onion topping gluten-free,gluten-free,gluten-free,0.5
ea0d52534352951,What color is the majority of the onion topping,yellow,brown,0.5
ea0d52534352951,Where is the onion topping placed,on the plate,on top,0.5
ea0d52534352951,What color are the edges of some of the onion topping,brown,browned,0.5
39d55e56600d302,What color is the topmost layer of the dessert,white,reddish-pink,0.5
39d55e56600d302,What is the topmost layer of the dessert made of,meringue,reddish-pink,0.5
39d55e56600d302,What describes the patches on the meringue,browned,caramelized,0.5
39d55e56600d302,What color is the translucent filling,amber-colored,translucent,0.5
39d55e56600d302,Where is the dessert resting,on a dark surface,on a wooden surface,0.5
e3d1141db582a02,What color is the surface where the tortes are placed,white,brown,0.5
e3d1141db582a02,What type of pastries are shown in the image,tortes,Pan Dulces,0.5
e3d1141db582a02,What color is the wire tray holding the tortes,copper-colored,grey,0.5
e3d1141db582a02,Where are the three tortes placed,on a plate,on the left side,0.5
817d0a6dd591446,What color is the mousse layer,green,on top of this,0.5
817d0a6dd591446,What is the pale green layer made of,mousse,on a pale green plate,0.5
817d0a6dd591446,What color is the plate,white,green,0.5
817d0a6dd591446,What color is the base of the torte,brown,reddish-brown,0.5
817d0a6dd591446,Where are the small white dollops of cream placed,on top of,at the top,0.5
960127d6c89ac13,What type of fruit is used in the torte,plum,peach,0.5
960127d6c89ac13,What shape is the torte,round,reddish-brown,0.5
960127d6c89ac13,What color is the torte filling,yellow,red,0.5
960127d6c89ac13,What color is the powdered sugar,white,white,0.5
960127d6c89ac13,Where is the powdered sugar sprinkled,over the surface,on top,0.5
72f70fbadf48fe7,What color are the tortellini,yellow,yellow,0.5
72f70fbadf48fe7,What type of pasta is shown in the image,tortellini,fettuccine,0.5
eb4315397495532,What color is the plate,orange,green,0.5
eb4315397495532,What type of pasta is in the dish,tortellini,fettuccine,0.5
eb4315397495532,What color are the diced bell peppers,yellow,red,0.5
eb4315397495532,What color are the cherry tomatoes,red,red,0.5
eb4315397495532,Where is the tortellini served,on an orange plate,bowl,0.5
195e9585a01590a,What color is the surface the tortellini are placed on,blue,in the bowl,0.5
195e9585a01590a,What type of pasta is shown in the image,tortellini,fettuccine,0.5
195e9585a01590a,What color are the tortellini,green,yellow,0.5
195e9585a01590a,How does the surface of some tortellini appear,powdered,textured,0.5
4911dd059ba7f62,What color are the tortellini,yellow,yellow,0.5
4911dd059ba7f62,What color are the sausage pieces,brown,brown,0.5
4911dd059ba7f62,Where are the ingredients located in the image,in the center,inside the bowl,0.5
c21bd7781469b7f,What color are the tortillas,yellow-tan,white,0.5
c21bd7781469b7f,What type of food item is shown in the image,tortillas,biscuits,0.5
c21bd7781469b7f,How are the tortillas arranged,stacked,white,0.5
c21bd7781469b7f,What shape are the tortillas,round,white,0.5
d3374dbac8ec3d1,What color are the tortillas,tan,white,0.5
d3374dbac8ec3d1,What type of food is shown in the image,tortillas,fajitas,0.5
d3374dbac8ec3d1,What color is the cloth under the tortillas,blue,green,0.5
d3374dbac8ec3d1,Where are the tortillas placed,on top of,with,0.5
da1d6472e13aadf,What is the base of the tostada made of,tortilla,golden-yellow,0.5
da1d6472e13aadf,What color is the ground turkey,brown,at the opening,0.5
da1d6472e13aadf,What color is the diced avocado,green,green,0.5
da1d6472e13aadf,Where are the sliced red onions placed,on top,on top of,0.5
117a60f129fb597,What color is the plate,white,green,0.5
117a60f129fb597,What color are the tater tots,golden-brown,golden-brown,0.5
117a60f129fb597,What is the main ingredient in the dish,meat,fries,0.5
117a60f129fb597,Where is the sloppy joe meat placed,on top of,on a plate,0.5
dada488561e65c8,How are the treats arranged on the parchment paper,scattered,arranged,0.5
dada488561e65c8,What colorful items are embedded in the green clusters,marshmallows,pickles,0.5
dada488561e65c8,What is the texture of the cereal clusters,congealed,on a silver surface,0.5
dada488561e65c8,Where are the treats placed,on wrinkled sheet,on a terracotta plate,0.5
979f8486655d8c9,What is the texture of the white filling in the trifle,creamy,clear,0.5
979f8486655d8c9,What type of dessert is shown in the image,trifle,enchiladas,0.5
979f8486655d8c9,What color is the custard layer in the trifle,yellow,yellow,0.5
979f8486655d8c9,Where are the whole cookies placed on the trifle,on top,on a black wire,0.5
