Image,Question,Answer
0e351f4f9e2b1bf,What color are the slices of mushrooms,brown
0e351f4f9e2b1bf,What type of noodles are to the left of the Jägerschnitzel,spaetzle
8932826036afac8,Where are the venison schnitzel pieces located on the plate,located
8932826036afac8,What color is the breading of the venison schnitzel,golden brown
8932826036afac8,How would you describe the texture of the breading on the venison schnitzel,crispy
8932826036afac8,What are the venison schnitzel cut into on the plate,pieces
8932826036afac8,Where are the venison schnitzel pieces placed,of the plate
922622f193cd819,What color are the sourdough scones,light
922622f193cd819,Where are the scones piled,piled on top of
922622f193cd819,What color is the cloth lining the basket,white
922622f193cd819,What does the pile of scones do to some of them,obscures
922622f193cd819,What shape are some of the scones,rectangular
249fdc773d2c0aa,What shape is the scone,round
249fdc773d2c0aa,What type of scone is shown,scone
249fdc773d2c0aa,What color is the base of the scone,brown
249fdc773d2c0aa,How is the scone pre-cut,into wedges
249fdc773d2c0aa,What fruit is scattered on the scone,apple
8c8c7b5d49b353a,What color is the scone on the left side,beige
8c8c7b5d49b353a,What type of baked goods are shown in the image,scones
8c8c7b5d49b353a,How is the texture of the scone on the left side described,layered
8c8c7b5d49b353a,Where is the scone with a golden-brown crust located,on the left side
8c8c7b5d49b353a,What color is the jam on the scone on the right side,red
f88c7d29888cc01,What color are the scones,orange
f88c7d29888cc01,What type of baked goods are shown in the image,scones
f88c7d29888cc01,What material is the surface made of,wooden
f88c7d29888cc01,What color are the scones described as,golden-yellow
f88c7d29888cc01,Where are the scones placed,on the wooden surface
e48398cde2e7a8f,What flavor are the scones,ginger
e48398cde2e7a8f,What color are the scones,golden-yellow
e48398cde2e7a8f,What type of baked goods are shown in the image,scones
e48398cde2e7a8f,Where are the scones placed,on the plate
e48398cde2e7a8f,What do the sugar crystals on the scones do,reflect
0165a5347fc3006,What shape is the scone,triangular
0165a5347fc3006,What type of food is shown in the image,scone
0165a5347fc3006,What color is the lemon wedge,yellow
0165a5347fc3006,Where is the scone placed,on a plate
0165a5347fc3006,What color is the plate,white
23b471f378f6f5f,What type of cheese is used in the scones,Gruyère
23b471f378f6f5f,What color are the scones,golden
23b471f378f6f5f,What type of baked good is shown in the image,scone
23b471f378f6f5f,Where is the rectangular scone positioned,on the left side
23b471f378f6f5f,What shape is the scone on the left side,rectangular
06b69ab2d9fd200,What is the color of the clotted cream on the scone,topped
06b69ab2d9fd200,What color is the plate the scones are on,white
06b69ab2d9fd200,What type of baked goods are shown in the image,scones
06b69ab2d9fd200,What color is the scone in the foreground,golden brown
06b69ab2d9fd200,Where is the golden brown scone located,in the foreground
bcad13764d952f9,What is the color of the scones,golden-brown
bcad13764d952f9,What type of baked goods are shown in the image,scones
bcad13764d952f9,What style of scones are featured in the image,Australian-Style
bcad13764d952f9,How are the scones arranged in the image,arranged
cb9293d64e07409,What color are the scones,golden-brown
cb9293d64e07409,What type of baked goods are shown in the image,scones
cb9293d64e07409,What is on top of the scones,glaze
cb9293d64e07409,Where are the scones placed,on a cooling rack
cb9293d64e07409,What shape are the scones,triangular
fc2afbc9c72f106,What color are the scones on the surface,golden-brown
fc2afbc9c72f106,What type of baked goods are shown in the image,scones
fc2afbc9c72f106,What color is the plate,grey
fc2afbc9c72f106,Where is the scone located relative to the others,on the left
fc2afbc9c72f106,Where is the scone positioned at the plate,bottom
de812cf5d0ebb4b,What color is the scone at the upper-center,golden-brown
de812cf5d0ebb4b,What are the scones doing on the white surface,resting
de812cf5d0ebb4b,What color is the surface the scones are resting on,white
de812cf5d0ebb4b,What color is the scone on the bottom left,light-yellow
de812cf5d0ebb4b,Where is the scone with light-yellow color located,on the bottom
76051d98525aa3b,What color are the scrambled eggs,yellow
76051d98525aa3b,What fruit is interspersed throughout the eggs,tomato
76051d98525aa3b,Where does the basil leaf sit,sits
76051d98525aa3b,What color is the basil leaf,green
76051d98525aa3b,Where is the basil leaf positioned,towards the center
1493034e9b22008,What color are the scrambled eggs,bright
1493034e9b22008,What food item is bright yellow,eggs
1493034e9b22008,What color are the sausage pieces,yellow
1493034e9b22008,How are the sausage pieces arranged,scattered
1493034e9b22008,Where are the sausage pieces located,throughout
a52062d7e23a723,What color are the ingredients in the scramble,brown
a52062d7e23a723,Where is the Joe's Special Scramble located,located
a52062d7e23a723,What color are the sliced tomatoes,red
a52062d7e23a723,What is sprinkled on top of the sliced tomatoes,cheese
a52062d7e23a723,Where are the sliced tomatoes located,on the left
1715bd77315aa9b,What color are the scrambled eggs,yellow
1715bd77315aa9b,What type of vegetable is mixed throughout the eggs,tomatoes
1715bd77315aa9b,What is the state of the cheese on the scrambled eggs,melted
1715bd77315aa9b,What color are the lettuce leaves in the background,green
1715bd77315aa9b,Where are the green lettuce leaves positioned,in the background
140c28cd5ae666d,What is happening to the surface of the dish due to uneven heat,browning
140c28cd5ae666d,What part of the dish has a granular texture,surface
140c28cd5ae666d,What color are the dollops of creamy substance,white
140c28cd5ae666d,What is the texture of the lighter-colored substance,creamy
140c28cd5ae666d,Where is one of the dollops located,near the top-right corner
590230c555c2b7a,What type of flavor do the seafood shell appetizers have,spicy
590230c555c2b7a,What kind of dish are the appetizers made from,seafood
590230c555c2b7a,What color is the plate the appetizers are served on,white
590230c555c2b7a,What color are the floral patterns near the top of the plate,with blue
590230c555c2b7a,What texture do the appetizers appear to have on top,toasted
e33b8a002b184e1,What color are the beans in the dish,green
e33b8a002b184e1,What vegetable is arranged along the left side of the plate,beans
e33b8a002b184e1,How are the green beans presented on the plate,arranged
e33b8a002b184e1,What color is the plate used for the dish,white
e33b8a002b184e1,Where are the shrimp placed in relation to the pasta,on top of
f3f8f65390b369a,What color is the broth in the bowl,reddish-orange
f3f8f65390b369a,What type of seafood is visible in the dish,shrimp
f3f8f65390b369a,Where are the shrimp located in the bowl,are
f3f8f65390b369a,What color are the mussels in the bowl,dark
f3f8f65390b369a,Where is one of the shrimp located in the bowl,on the left side
18c57888d5615d1,What is the texture of the seafood dish,creamy
18c57888d5615d1,What type of dish is being described,seafood
18c57888d5615d1,What color is the plate,white
18c57888d5615d1,Where are the chopped scallions placed,across the top
18c57888d5615d1,What color are the pieces of toasted bread,golden-brown
d8595fe85eaa831,What color is the cheese on top of the dish,white
d8595fe85eaa831,What is the main topping on the dish,cheese
d8595fe85eaa831,What is sprinkled over the cheese,sprinkled
d8595fe85eaa831,Where is the Seafood au Gratin served,in a glass
d8595fe85eaa831,What color is the parsley sprinkled on top,green
256dc81028a36ee,What color are the lemon slices on the salmon,orange
256dc81028a36ee,How are the surfaces of the salmon pieces described,browned
256dc81028a36ee,What vegetable is surrounding the salmon,broccoli
256dc81028a36ee,Where is the food placed,on a silver sheet pan
256dc81028a36ee,What color is the folded cloth,grey
c9065194c36a4c0,What color is the turkey,golden
c9065194c36a4c0,What is the main dish in the image,turkey
c9065194c36a4c0,What is visible on the turkey's surface,seasoning
c9065194c36a4c0,What color are the carrot pieces,orange
c9065194c36a4c0,Where is the turkey placed,on a white serving plate
f57069fa4906535,What color is the seasoning blend,orange
f57069fa4906535,What does the seasoning blend fill,fills
f57069fa4906535,What type of jar is the seasoning blend in,glass jar
f57069fa4906535,What color is the spoon,silver
e5b326d435e88c8,What color is the predominant part of the seasoning,reddish-brown
e5b326d435e88c8,What is the seasoning contained in,bowl
e5b326d435e88c8,What does the seasoning consist of,mix
e5b326d435e88c8,What color are the flecks in the seasoning,green
e5b326d435e88c8,Where is the bowl positioned in the image,in the center
10c2744a9addb4a,What color are the small flecks in the seasoning mix,reddish-brown
10c2744a9addb4a,What is the seasoning mix used for,seasoning
10c2744a9addb4a,What is the wooden spoon doing with the seasoning mix,scoops
10c2744a9addb4a,How would you describe the texture of the seasoning mix,coarse
10c2744a9addb4a,Where is the seasoning mix filled in the jar,to the top
2e5af801bddedda,What color are the particles on the popcorn,reddish-orange
2e5af801bddedda,What food item is being described,popcorn
2e5af801bddedda,Where are the reddish-orange particles located,atop the popcorn
2e5af801bddedda,What are the small reddish-orange specks called,particles
2e5af801bddedda,How are the particles distributed on the popcorn,scattered
a8bb89f117649d2,What type of cuisine is the seasoning associated with,Cajun
a8bb89f117649d2,What color is the paprika powder,red
a8bb89f117649d2,What is the Cajun seasoning made of,blend
a8bb89f117649d2,"Is the mix of salt, paprika, and herbs visible in the image",visible
a8bb89f117649d2,"Where is the mix of salt, paprika, and herbs located",to the left
643ccf2b30b5c7a,What color are the flakes in the seasoning,red
643ccf2b30b5c7a,Where is the Italian Seasoning primarily located,located
643ccf2b30b5c7a,What is the shape of the container holding the seasoning,bowl
643ccf2b30b5c7a,What color is the surface surrounding the bowl,white surface surrounding
643ccf2b30b5c7a,What color are the herbs in the seasoning,green
00ca0336f9157c8,What color is the seasoning mix,brown
00ca0336f9157c8,What is the seasoning mix placed in,bowl
00ca0336f9157c8,What is done to the seasoning mix by the wooden spoon,scooped
00ca0336f9157c8,What material is the spoon made of,wooden
00ca0336f9157c8,Where is the seasoning mix located,in the bowl
690f79355dae4bd,What type of seasoning is in the bowl,Greek
690f79355dae4bd,What color is the first pile of seasoning,seasoning
690f79355dae4bd,What is the second pile of seasoning mixed with,green
690f79355dae4bd,What texture does the second pile of seasoning have,with
690f79355dae4bd,What is the fifth pile of seasoning made of,garlic
f68d0d7012b6377,What color dominates the poultry seasoning,green
f68d0d7012b6377,What type of ingredients contribute to the green color,herbs
f68d0d7012b6377,What color are the lighter pieces in the mixture,beige
f68d0d7012b6377,How would you describe the appearance of the poultry seasoning,multi-toned
f68d0d7012b6377,What shades are present in the green components of the mixture,of green
5befd704424b15d,What is the primary color of the seasoning,reddish-brown
5befd704424b15d,Where is the Stacey's Hamburger Seasoning located,is
5befd704424b15d,What is the color of the bowl,bowl
5befd704424b15d,Where is the seasoning primarily located,white
5befd704424b15d,What is the color of the spoon inside the bowl,inside a white bowl
b7e442f00df096d,What type of food is the seasoning made for,seafood
b7e442f00df096d,What color is the seasoning in the image,brownish-yellow
b7e442f00df096d,How is the seasoning arranged in the image,pile
b7e442f00df096d,Where is the seasoning placed in the image,within the liner
b7e442f00df096d,What texture does the seasoning appear to have,sandy
baad8390b066b80,What color are the spices in the jar,reddish-brown
baad8390b066b80,What is the seasoning mix made of,spices
baad8390b066b80,Where is the seasoning mix contained,contained
baad8390b066b80,What color is the jar,white
baad8390b066b80,Where is the jar located in the image,in the lower center
7c07b467f06175d,Is the seasoning spicy,spicy
7c07b467f06175d,What is the seasoning stored in,jar
7c07b467f06175d,Is the jar made of glass,glass
7c07b467f06175d,What color are the particles in the seasoning,brown
7c07b467f06175d,How much of the jar does the seasoning fill,of the jar
1d268b98dacc7ed,What color is the seasoning in the bowl,orange
1d268b98dacc7ed,Where is the silver bowl located,located
1d268b98dacc7ed,What is the shape of the container holding the seasoning,bowl
