Image,Question,Answer,predicted_answer
f7bcbfa5d91a502,What type of meat is shown in the image,Tri-Tip,chicken
f7bcbfa5d91a502,What color is the plate the Tri-Tip is served on,white,plate
f7bcbfa5d91a502,Where is the Tri-Tip located in the image,on a plate,on the left side
f7bcbfa5d91a502,What color are the onions covering the Tri-Tip,yellow-brown,brown
1fab03e9b59ddee,How would you describe the size of the fish,large,small
1fab03e9b59ddee,What type of protein is the main dish,fish,fish
1fab03e9b59ddee,What color is the Steelhead Trout,orange,pinkish-orange
1fab03e9b59ddee,Where is the fish located on the plate,on the right,located
8532d483872df44,What type of food is being served on the platter,fish,mushroom
8532d483872df44,What color are the lemon wedges placed around the fillets,yellow,on top of
8532d483872df44,Where are the Trout Meunière fillets placed,on the platter,tan
8532d483872df44,What are the main components of the dish on the platter,fillets,rollups
2663a5718fa18fe,What is the color of the truffles,dark,brown
2663a5718fa18fe,What color are the truffles,brown,brown
2663a5718fa18fe,Where are the truffles placed,in a box,on the
2663a5718fa18fe,What color are the salt crystals on the truffles,white,on the top
0b5e5c68ea86508,What color is the plate,white,green
0b5e5c68ea86508,What is the main ingredient of the truffles,chocolate,chocolate
0b5e5c68ea86508,What color are the truffles coated in cocoa powder,brown,brown
0b5e5c68ea86508,Where are the truffles located,on a plate,in a container
3aa0bced2f8335c,What type of dessert is shown in the image,truffles,enchiladas
3aa0bced2f8335c,What color is the cookie dough center,brown,tan
3aa0bced2f8335c,What is the appearance of the chocolate shell on the sliced truffle,studded,white
3aa0bced2f8335c,Where are the sprinkles located on the truffles,at the top,in a container
c1139da94258750,What is inside the chocolate truffles,strawberry-filled,brown
c1139da94258750,What type of dessert is shown in the image,truffles,enchiladas
c1139da94258750,What color is the truffle in the center,brown,white
c1139da94258750,What color is the heart-shaped decoration on the center truffle,with a darker brown,on top
c1139da94258750,What shape are all the truffles,circular,spherical
7f0c8af27a6478f,What color are the noodles in the casserole,yellow,yellow
7f0c8af27a6478f,What type of fish is used in the casserole,tuna,cod
7f0c8af27a6478f,What is the texture of the sauce in the casserole,creamy,creamy
7f0c8af27a6478f,Where are the crushed potato chips located,on the top of casserole,to the left
7f0c8af27a6478f,What color is the creamy sauce in the casserole,white,yellow
81f47512853201e,What color is the baking dish,white,white
81f47512853201e,What color are the zucchini slices,green,green
81f47512853201e,What has happened to the cheese on top of the casserole,melted,melted
81f47512853201e,Where is the casserole placed in the image,in a white baking dish,in a rectangular dish
31fa025b78a3458,What is the texture of the sauce on top of the dish,creamy,creamy
31fa025b78a3458,What type of meat is used in the dish,Turkey,venison
31fa025b78a3458,What color is the creamy sauce on top of the dish,yellow,yellow
31fa025b78a3458,What type of vegetable is visible on the top layer of the dish,mushrooms,reddish-brown
31fa025b78a3458,Where is the Turkey Tetrazzini located in the image,in a dish,in the image
342068e032bf8d6,What color is the rub on the turkey,brownish-orange,red
342068e032bf8d6,What type of meat is shown in the image,turkey,chicken
342068e032bf8d6,How is the rub distributed on the turkey,scattered,red
342068e032bf8d6,What color are the specks and flakes on the turkey,green,brown
342068e032bf8d6,Where is the rub located on the turkey,on the surface,red
79b81189e77204a,What color is the plate,white,green
79b81189e77204a,What type of fruit is used in the turnover,blueberry,grapes
79b81189e77204a,What color is the pastry,golden-brown,rich
79b81189e77204a,How are the blueberries arranged around the pastry,scattered,clustered
304ea6b80cd8e93,What color is the bowl,red,dark brown
304ea6b80cd8e93,What shape is the bowl,square,bowl
304ea6b80cd8e93,What vegetable is scattered in the broth,carrots,cabbage
304ea6b80cd8e93,Where are the cilantro and carrots located,on top,on top of
30265394037d14c,What is the color of the Veal Scaloppini,golden-brown,light brown
30265394037d14c,What type of meat is used in the dish,veal,venison
30265394037d14c,What color is the Lemon Cream Sauce,white,white
30265394037d14c,Where is the Veal Scaloppini placed,on the plate,light brown
30265394037d14c,How is the Lemon Cream Sauce applied to the veal,drizzled,drizzled
d1b61b8147cf662,What color is the plate,white,green
d1b61b8147cf662,What type of food is on the plate,vegetables,enchiladas
d1b61b8147cf662,What color are the peppers,red,green
d1b61b8147cf662,Where are the vegetables located,on a plate,in the dish
950b1803631181d,What color are the decorative leaves on the Wellington,brown,gold
950b1803631181d,What type of dish is shown in the image,Wellington,enchiladas
950b1803631181d,What color is the plate the Wellington is served on,dark blue,white
6e329e616c77aad,What color are the bell pepper chunks,green,yellow
6e329e616c77aad,What type of food is being prepared,vegetables,poppers
6e329e616c77aad,How are the green bell pepper chunks arranged,scattered,yellow
6e329e616c77aad,Where are the vegetables arranged,on a black grill pan,on the
4ac1c59a0e69f40,What is the appearance of the sauce on the venison,glazed,translucent
4ac1c59a0e69f40,What color is the sauce around the base of the venison,reddish-brown,dark
4ac1c59a0e69f40,Where are the blackberries located in relation to the venison,around the base,on top of
4ac1c59a0e69f40,What fruit is scattered around the venison,blackberries,blueberries
518f951a9a03867,What color is the venison,brown,dark
518f951a9a03867,What type of meat is in the dish,venison,chicken
518f951a9a03867,What is covering the venison,gravy,dark
518f951a9a03867,What color is the plate,green,green
518f951a9a03867,Where is the dish presented,on the plate,on a white plate
5bd2d4f17e38c6e,What color are the fried venison backstrap pieces,golden-brown,dark
5bd2d4f17e38c6e,What type of meat is shown in the image,venison,chicken
5bd2d4f17e38c6e,Where are the fried venison backstrap pieces placed,on a plate,of the plate
5bd2d4f17e38c6e,How are the fried venison backstrap pieces arranged,overlapping,piled
b15c979347195d8,What type of dish is the blueberry vinaigrette dressing used on,salad,salad
b15c979347195d8,What color are the lettuce leaves in the salad,green,green
b15c979347195d8,Where are the blueberries located,in the salad,on top of
b15c979347195d8,What fruit is included in the salad,blueberries,cherries
bd3b4a1c7f9f373,What shade is the liquid in the pitcher,brown,yellowish-green
bd3b4a1c7f9f373,What is the vinaigrette doing to the light,reflecting,is
bd3b4a1c7f9f373,What is the vinaigrette contained in,pitcher,jar
bd3b4a1c7f9f373,What type of dressing is shown in the image,vinaigrette,vinaigrette
bd3b4a1c7f9f373,Where is the pitcher positioned in the image,in the foreground,in the center
b78d3c1f05149a8,What type of dressing is shown in the image,vinaigrette,vinaigrette
b78d3c1f05149a8,What material is the surface the jar is sitting on,wooden,wooden
b78d3c1f05149a8,What color is the vinaigrette,yellow-brown,reddish-pink
678de4c539aadec,What is the Mama's Balsamic Vinaigrette contained in,jar,dark
678de4c539aadec,What material is the surface that the jar is placed on,wooden,wooden
678de4c539aadec,Where is the jar positioned,on a wooden surface,on a wooden surface
da7ef8b9b9c353a,What color is the lettuce in the salad,green,green
da7ef8b9b9c353a,How are the pomegranate seeds distributed in the salad,scattered,scattered throughout
da7ef8b9b9c353a,What color are the pomegranate seeds,red,red
da7ef8b9b9c353a,What type of vegetable is red and present in the salad,tomato,tomato
da7ef8b9b9c353a,Where is the clear glass bowl containing pomegranate vinaigrette dressing located,above the middle,on the right
8388d987f7f6275,What color are the waffles,golden-brown,brown
8388d987f7f6275,What food item is shown in the image,waffles,hash browns
8388d987f7f6275,What color is the plate,white,green
8388d987f7f6275,What describes the color variation of the waffles,darker,brown
8388d987f7f6275,Where are the waffles placed,on a white plate,on a plate
0cd49eee53547b6,What color are the waffle fries,golden,golden-brown
0cd49eee53547b6,What color is the ground beef in the bowl,brown,red
0cd49eee53547b6,Where are the waffle fries located in the bowl,on the left,golden-brown
0cd49eee53547b6,What color are the diced tomatoes,red,red
57c2735d6cec16a,What is the main food item in the image,waffle,bread
57c2735d6cec16a,What color are the tomatoes on the waffle,red,brown
57c2735d6cec16a,Where are the tomatoes located,on the waffle,on each piece
57c2735d6cec16a,What color are the cilantro pieces,green,on top
4ff6dd8fefab333,How would you describe the walleye pieces,Awesome,vibrant
4ff6dd8fefab333,What type of fish is shown in the image,Walleye,Flounder
4ff6dd8fefab333,What color are the grilled walleye pieces,tan,golden-brown
9518cfaa471cdac,What color are the watermelon slices,red,on the rim
9518cfaa471cdac,What fruit is used in the carpaccio,watermelon,watermelon
9518cfaa471cdac,What color is the plate,white,green
9518cfaa471cdac,Where are the feta cheese crumbles placed,on top,on top
9518cfaa471cdac,What color are the pumpkin seeds,green,green
ef4405d0a3ebb18,What is the color of the My Rosy Watermelon Milk Shake,pink,tan
ef4405d0a3ebb18,What fruit is attached to the rim of the glass,watermelon,lemon
ef4405d0a3ebb18,What color is the interior of the watermelon wedge,red,red
ef4405d0a3ebb18,What is the color of the glass containing the My Rosy Watermelon Milk Shake,clear,tan
5eb218e918c79aa,What color is the plate,orange,green
5eb218e918c79aa,What shape are the potato pieces,wedges,wedges
5eb218e918c79aa,What color are the potato wedges,golden-brown,brown
5eb218e918c79aa,Where are the potato wedges placed,on plate,on the plate
5eb218e918c79aa,What are the green flecks on the potato wedges,herbs,seasoned
92fa4c525eb49da,What color is the sausage in the hot dogs,brown,reddish-brown
92fa4c525eb49da,What color is the bun of the hot dogs,white,reddish-brown
92fa4c525eb49da,What food item is in the bowl next to the hot dogs,fries,reddish-brown
d6ecf0c1e85cc2a,What fruit is used to garnish the drinks,orange,watermelon
d6ecf0c1e85cc2a,What are the drinks served in,glasses,glasses
d6ecf0c1e85cc2a,What color is the mulled orange wine,amber,amber
d6ecf0c1e85cc2a,Where are the glasses placed,on the tray,on a white tray
5c6270288c1f68c,What material is the bowl made of,metallic,wooden
5c6270288c1f68c,What part of the chicken are the buffalo wings made from,wings,above the omelet
5c6270288c1f68c,What color are the buffalo wings,orange,above the omelet
5c6270288c1f68c,Where are most of the wings located in the image,in the center,in the bowl
5c6270288c1f68c,What is the texture of the wings' coating,saucy,glossy
807ba3fcd1dc8e1,What vegetable is the main ingredient in this dish,cauliflower,eggplant
807ba3fcd1dc8e1,What color are the cauliflower wings,golden brown,orange-red
807ba3fcd1dc8e1,How are the cauliflower wings arranged on the plate,scattered across,piled
807ba3fcd1dc8e1,What is the cauliflower served on,plate,bowl
6a04e8ccad17554,What color are the wontons,golden-brown,golden-brown
6a04e8ccad17554,What food is in the bowl,wontons,soup
6a04e8ccad17554,How do the wontons appear,crispy,golden-brown
6a04e8ccad17554,What contains the wontons,bowl,golden-brown
6a04e8ccad17554,Where are the wontons,in the bowl,in the broth
49f5905aa2f4a48,What color are the cabbage leaves,green,light green
49f5905aa2f4a48,What color is the ground beef filling inside the wraps,brownish,brown
49f5905aa2f4a48,Where is the small bowl of sesame seeds located in the image,on the lower right,on top
49f5905aa2f4a48,What herb is scattered throughout the wraps,cilantro,parsley
262601b88efcd8d,What color are the wraps,tan,light brown
262601b88efcd8d,What are the two halves of food called,wraps,stacked
262601b88efcd8d,What type of vegetable is visible in the filling,corn,artichokes
262601b88efcd8d,What color is the meat in the filling,pink,pork
262601b88efcd8d,Where is some corn located,on the plate,on the left side
d7cd03469abbcd0,What type of green vegetable is in the filling,spinach,beans
d7cd03469abbcd0,What color are the scrambled eggs,yellow,light yellow
a3aedc3e6df1f95,What color are the yams,orange,orange
a3aedc3e6df1f95,What type of vegetable is being served,yams,eggplant
a3aedc3e6df1f95,What is the appearance of the yams' coating,glistening,orange
