Image,Question,Answer,Predict
0457d45f6c3b8ad,What color are the scallions in the dipping sauce,green,green
f6ec970b5ce1712,What type of fish is used as the base of the dish,swordfish,white fish
f6ec970b5ce1712,Where is the vibrant mixture located in the dish,atop,vibrant
f6ec970b5ce1712,What color are the diced tomatoes scattered throughout the dish,red,red
8b0ae37343af5d4,What is the Strawberry-Rhubarb Syrup stored in,pitcher,glass pitcher
8b0ae37343af5d4,Where is the pitcher placed,on a tablecloth,on a
5187f1afaf34eae,What color are the carrot matchsticks,orange,orange
5187f1afaf34eae,What is the base ingredient of the slaw,cabbage,cabbage
5187f1afaf34eae,What color are the cilantro sprigs,green,green
5187f1afaf34eae,What vegetable is scattered among the cabbage,carrot,carrots
5187f1afaf34eae,Where are the cilantro sprigs placed,on top,on top
b33b2265b8e3f87,What color is the plate,red,red
b33b2265b8e3f87,What type of food is shown,tacos,tacos
b33b2265b8e3f87,What color are the taco shells,golden-brown,yellow
b33b2265b8e3f87,What is happening to the fillings,spilling,being squeezed out
b33b2265b8e3f87,Where are the tacos placed,on a red plate,on a red
f1801f8847dee20,What color is the mahi mahi's crust,brown,dark brown
f1801f8847dee20,What is the mahi mahi served on,plate,mashed potatoes
f1801f8847dee20,Where is the taco topping primarily placed,on top,on top
f1801f8847dee20,What is on top of the mahi mahi,topping,on top of the
b5a3740d260a0cf,What type of food is being described,tacos,tacos
b5a3740d260a0cf,What color are the tomato slices,red,red
b5a3740d260a0cf,Where are the tacos placed,on plate,on a plate
b5a3740d260a0cf,What color are the avocado slices,green,green
03945ba374db01c,What type of food is shown in the image,tacos,taco
03945ba374db01c,What color are the taco shells,golden-brown,no taco shells
03945ba374db01c,What color are the tomatoes inside the tacos,red,red
03945ba374db01c,Where are the other tacos located,behind,background
6318b209c5d8b65,What color are the taffy pieces,brown,brown
6318b209c5d8b65,What type of candy is shown in the image,taffy,caramel candy
6318b209c5d8b65,What color is the surface the taffy is on,white,white
6318b209c5d8b65,What other color tone do some taffy pieces have,orange,orange
6318b209c5d8b65,Where are the taffy pieces placed,across a white surface,white surface
b0f66d2cb4c1f77,What type of food is displayed in the foreground,tamale,tamale
b0f66d2cb4c1f77,What color is the corn husk under the tamale,yellow,yellow
b0f66d2cb4c1f77,Where are the tamales placed,on a white plate,on a plate
d28b39d99db3e0b,What color are the taquitos,golden-brown,golden
d28b39d99db3e0b,What type of food is shown in the image,taquitos,type of food
d28b39d99db3e0b,What color variations are visible on the taquitos,brown,brown
db022623a32e7ae,What color are the baked taquitos,tan,"orange, green"
db022623a32e7ae,What type of food is shown in the image,taquitos,Mexican dish
db022623a32e7ae,What color is the melted cheese on the taquitos,orange,orange
db022623a32e7ae,Where are the fresh green cilantro leaves placed,scattered over,fresh green
db022623a32e7ae,What material is the board under the plate made of,wooden,wooden
1aa5ae3b9f6e0db,What color is the base layer of the tart,yellow,light brown color
1aa5ae3b9f6e0db,Where are the Pineapple Meringue Tart pieces placed,plate,plate
1aa5ae3b9f6e0db,What color is the meringue layer,white,white
1aa5ae3b9f6e0db,What is the texture of the top of the meringue,toasted,golden brown
1aa5ae3b9f6e0db,Where are the tart pieces located,on a plate,on the left side
90ead502d026745,What color are the tater tots,golden brown,not visible
90ead502d026745,What is the main ingredient in the dish,tater tots,main ingredient in the
90ead502d026745,What color is the plate,white,white
90ead502d026745,Where is the sauce drizzled,over the tater tots,over the top
d1ad9c754aa697a,What color is the tea,orange,light brown color
d1ad9c754aa697a,What is the tea served in,glass,glass
d1ad9c754aa697a,How are the ice cubes arranged in the tea,scattered,visually appealing
d1ad9c754aa697a,What color is the cinnamon stick,brown,brown
d1ad9c754aa697a,Where is the cinnamon stick placed,on top,on top
b71b76cf8d104b4,What is the color of the tea in the glass teacup,amber,yellow-green color
b71b76cf8d104b4,What type of beverage is in the glass teacup,tea,tea
b71b76cf8d104b4,What is floating on the surface of the tea,lemon,lemon
b71b76cf8d104b4,What color is the decorative saucer,green,green
b71b76cf8d104b4,Where is the thin slice of lemon located,on the surface,on top of
34b57aacca7966a,What type of container is the tea in,mug,glass mug
34b57aacca7966a,What color is the tea,beige,white
34b57aacca7966a,Where is the mug placed,on a white tiled surface,on a white tiled
34b57aacca7966a,What type of beverage is in the mug,tea,beverage
0eb658c957d98c0,What is the tea served in,glass,glass
0eb658c957d98c0,What color describes the tea,tan,yellow color
0eb658c957d98c0,Where is the tea positioned in the image,in the center,on the left
ab815925487ce3b,What is the temperature of the tea,Hot,Hot
ab815925487ce3b,What type of beverage is shown,Tea,Tea
ab815925487ce3b,What color is the tea,Amber,brown
ab815925487ce3b,Where is the teacup resting,Resting on a saucer,Resting on a saucer
ab815925487ce3b,What flavor is the tea,Ginger,flavor
b0fdc6af7f2645a,What is the color of the glass teapot,clear,clear
b0fdc6af7f2645a,What color are the basil leaves,green,green
b0fdc6af7f2645a,What is the hue of the tea,reddish-pink,red or pinkish
b0fdc6af7f2645a,Where are the loose basil leaves and dried hibiscus flowers positioned,to the left,to the left
dc7078acdfb1703,What color are the chicken tenders,brown,brown
dc7078acdfb1703,What type of meat is shown in the image,chicken,chicken
dc7078acdfb1703,What color is the plate,white,white
d44ef12ebd2068c,What color is the plate,white,white
d44ef12ebd2068c,What type of meat is featured in the dish,tenderloins,pork
d44ef12ebd2068c,What color is the outside of the tenderloins,reddish-brown,reddish-brown
d44ef12ebd2068c,How is the brownish sauce applied to the tenderloins,drizzled,drizzled
d44ef12ebd2068c,Where is the sprig of green parsley placed,on top,on top
22730038e750ba4,What color is the interior of the pork,pink,pink
22730038e750ba4,What type of meat is shown in the image,pork,pork
22730038e750ba4,What color is the outer layer of the pork,dark brown,dark brown
22730038e750ba4,How was the pork prepared to achieve its outer color,seared,dark brown
22730038e750ba4,Where is the largest slice of pork located in the image,from the bottom left,bottom left
1ab59eb690c3b5d,What color are the baked chicken thighs,golden,light brown
1ab59eb690c3b5d,What type of meat is shown in the image,chicken,chicken
1ab59eb690c3b5d,What color are the mushrooms,brown,brown
1ab59eb690c3b5d,Where are the mushrooms placed,piled on top,on top
1ab59eb690c3b5d,What color is the parsley,green,green
3f9831aeae8dd21,What color is the tilapia,white,white
3f9831aeae8dd21,What type of fish is shown in the image,tilapia,tilapia
3f9831aeae8dd21,What color are the crumbs on the tilapia,golden-brown,golden brown color
3f9831aeae8dd21,Where is the purplish food item located relative to the fish,to the left,to the left
3f9831aeae8dd21,How would you describe the surface of the crumbs on the tilapia,textured,"rough, crunchy"
2eb69d1ad1c14be,What color is the burrata cheese,white,white
2eb69d1ad1c14be,What color are the tomato slices,red,red
2eb69d1ad1c14be,Where are the tomato slices and tomato sauce located,on top,on top
fd3101be707b71f,What type of dessert is located inside the small glass jar,ice cream,"dessert, Italian dessert"
fd3101be707b71f,Where is the green tea ice cream located,located inside,located in
fd3101be707b71f,What is the lighter green ice cream possibly made of,tofu,green
fd3101be707b71f,How does the tofu ice cream appear,creamy,creamy
fd3101be707b71f,How is the green tea ice cream served,scooped,scooped
b3d4f40408a3449,What is the main protein in the dish,tofu,tofu
b3d4f40408a3449,What color are the bell peppers on the skewers,red,red
b3d4f40408a3449,What color is the tofu on the skewers,golden-brown,"light brown, dark brown"
b3d4f40408a3449,What vegetable is dark and threaded onto the skewers,eggplant,dark
cb9d2c39afa6e98,What is the name of the Japanese dish in the bowl,Agedashi,difficult
cb9d2c39afa6e98,What color is the rim of the bowl,brown,brown
cb9d2c39afa6e98,How are the tofu pieces arranged in the bowl,scattered,visually appealing
6ae90b789637671,What color are the tofu pieces,tan,white
6ae90b789637671,Where are the tofu pieces located within the plate,shifted to the left,left
6ae90b789637671,What color are the broccoli florets,green,green
6ae90b789637671,How are the red bell pepper chunks distributed,scattered,scattered
328211d7fd13871,What color are the tofu pieces,orange,light brown
328211d7fd13871,What type of protein is used in the dish,tofu,fish
328211d7fd13871,Where is the snow pea resting,resting between,resting
328211d7fd13871,What is the tofu resting on,rice,white rice
328211d7fd13871,How are the carrots arranged around the tofu,scattered,visually appealing
817a2e78403865a,What color are the edges of the tofu,brown,brown
817a2e78403865a,How is the tofu arranged in the bowl,scattered,small
817a2e78403865a,What vegetable is mixed with the tofu,broccoli,broccoli
817a2e78403865a,What color is the broccoli,green,green
2fad435041d2dc8,What is the main ingredient of the dish,tofu,tofu
2fad435041d2dc8,What color is the plate,blue,blue
2fad435041d2dc8,Where are the tofu pieces located on the plate,on the left side,on the left side
2fad435041d2dc8,What color are the fried tofu pieces,golden-brown,golden brown
97b516e3344fd79,What type of bowl is the dish served in,decorative,decorative
97b516e3344fd79,What is the main ingredient in the dish,tofu,tofu
97b516e3344fd79,What color is the decorative bowl,blue,blue
97b516e3344fd79,Where is the small spoon located,on the upper left,upper left
97b516e3344fd79,What is scattered throughout the bowl alongside the tofu,mushrooms,green
f4f9e7ee742b6e5,What color are the tomatoes,red,red
f4f9e7ee742b6e5,What type of vegetable is shown in the image,tomatoes,tomatoes
f4f9e7ee742b6e5,What color is the plate,white,white
f4f9e7ee742b6e5,Where is the front tomato positioned relative to the viewer,closer to,front
f4f9e7ee742b6e5,What color is the parsley,green,green
e98a385db039315,What color are the tomatoes,red,red
e98a385db039315,What type of vegetable is shown in the image,tomatoes,tomatoes
e98a385db039315,What color are the patches on some of the tomatoes,yellow,dark brown/black color
26c7b4853f446d6,What is the main ingredient in the casserole,tomato,main ingredient
26c7b4853f446d6,What type of dish is the casserole in,transparent,glass baking dish
26c7b4853f446d6,What color is the melted cheese on top of the casserole,orange,yellow color
ea0d52534352951,Is the onion topping gluten-free,gluten-free,gluten-free
ea0d52534352951,What color is the majority of the onion topping,yellow,golden color
ea0d52534352951,Where is the onion topping placed,on the plate,on the plate
ea0d52534352951,What color are the edges of some of the onion topping,brown,darker brown
39d55e56600d302,What color is the topmost layer of the dessert,white,white
39d55e56600d302,What is the topmost layer of the dessert made of,meringue,meringue
39d55e56600d302,What describes the patches on the meringue,browned,texture and flavor
39d55e56600d302,What color is the translucent filling,amber-colored,light orange color
39d55e56600d302,Where is the dessert resting,on a dark surface,on a black
817d0a6dd591446,What color is the mousse layer,green,white
817d0a6dd591446,What is the pale green layer made of,mousse,green
817d0a6dd591446,What color is the plate,white,white
817d0a6dd591446,What color is the base of the torte,brown,brown
817d0a6dd591446,Where are the small white dollops of cream placed,on top of,on top of
960127d6c89ac13,What type of fruit is used in the torte,plum,fruit is used
960127d6c89ac13,What shape is the torte,round,square-shaped
960127d6c89ac13,What color is the torte filling,yellow,golden brown color
960127d6c89ac13,What color is the powdered sugar,white,white
960127d6c89ac13,Where is the powdered sugar sprinkled,over the surface,top of
72f70fbadf48fe7,What color are the tortellini,yellow,light beige
72f70fbadf48fe7,What type of pasta is shown in the image,tortellini,pasta type
eb4315397495532,What color is the plate,orange,orange
eb4315397495532,What type of pasta is in the dish,tortellini,tortellini
eb4315397495532,What color are the diced bell peppers,yellow,yellow
eb4315397495532,What color are the cherry tomatoes,red,red
eb4315397495532,Where is the tortellini served,on an orange plate,on a table
195e9585a01590a,What color is the surface the tortellini are placed on,blue,light blue
