Image,Question,Answer,Predict
1fab03e9b59ddee,How would you describe the size of the fish,large,large
1fab03e9b59ddee,What type of protein is the main dish,fish,fish
1fab03e9b59ddee,What color is the Steelhead Trout,orange,orange
1fab03e9b59ddee,Where is the fish located on the plate,on the right,on the right
8532d483872df44,What type of food is being served on the platter,fish,fish
8532d483872df44,What color are the lemon wedges placed around the fillets,yellow,yellow
8532d483872df44,Where are the Trout Meunière fillets placed,on the platter,on a plate
8532d483872df44,What are the main components of the dish on the platter,fillets,two pieces of fish
2663a5718fa18fe,What is the color of the truffles,dark,dark
2663a5718fa18fe,What color are the truffles,brown,dark brown
2663a5718fa18fe,Where are the truffles placed,in a box,in a box
2663a5718fa18fe,What color are the salt crystals on the truffles,white,white
0b5e5c68ea86508,What color is the plate,white,white
0b5e5c68ea86508,What is the main ingredient of the truffles,chocolate,chocolate
0b5e5c68ea86508,What color are the truffles coated in cocoa powder,brown,brown
0b5e5c68ea86508,Where are the truffles located,on a plate,on a plate
3aa0bced2f8335c,What type of dessert is shown in the image,truffles,chocolate
3aa0bced2f8335c,What color is the cookie dough center,brown,brown
3aa0bced2f8335c,What is the appearance of the chocolate shell on the sliced truffle,studded,"rich, dark"
3aa0bced2f8335c,Where are the sprinkles located on the truffles,at the top,surface
c1139da94258750,What is inside the chocolate truffles,strawberry-filled,sweet
c1139da94258750,What type of dessert is shown in the image,truffles,chocolates
c1139da94258750,What color is the truffle in the center,brown,brown
c1139da94258750,What color is the heart-shaped decoration on the center truffle,with a darker brown,darker
c1139da94258750,What shape are all the truffles,circular,heart-shaped
7f0c8af27a6478f,What color are the noodles in the casserole,yellow,"light, colorful"
7f0c8af27a6478f,What type of fish is used in the casserole,tuna,mild
7f0c8af27a6478f,What is the texture of the sauce in the casserole,creamy,creamy
7f0c8af27a6478f,Where are the crushed potato chips located,on the top of casserole,on top of casserole
7f0c8af27a6478f,What color is the creamy sauce in the casserole,white,white
81f47512853201e,What color is the baking dish,white,blue
81f47512853201e,What color are the zucchini slices,green,golden brown color
81f47512853201e,What has happened to the cheese on top of the casserole,melted,melted
81f47512853201e,Where is the casserole placed in the image,in a white baking dish,in a white dish
31fa025b78a3458,What is the texture of the sauce on top of the dish,creamy,creamy
31fa025b78a3458,What type of meat is used in the dish,Turkey,common ingredients
31fa025b78a3458,What color is the creamy sauce on top of the dish,yellow,yellowish
31fa025b78a3458,What type of vegetable is visible on the top layer of the dish,mushrooms,mushrooms
31fa025b78a3458,Where is the Turkey Tetrazzini located in the image,in a dish,in a dish
342068e032bf8d6,What color is the rub on the turkey,brownish-orange,reddish-brown color
342068e032bf8d6,What type of meat is shown in the image,turkey,whole
342068e032bf8d6,How is the rub distributed on the turkey,scattered,"unevenly, lighter"
342068e032bf8d6,What color are the specks and flakes on the turkey,green,brown in color
342068e032bf8d6,Where is the rub located on the turkey,on the surface,on the surface
79b81189e77204a,What color is the plate,white,white
79b81189e77204a,What type of fruit is used in the turnover,blueberry,blueberries
79b81189e77204a,What color is the pastry,golden-brown,golden brown
79b81189e77204a,How are the blueberries arranged around the pastry,scattered,scattered
304ea6b80cd8e93,What color is the bowl,red,red
304ea6b80cd8e93,What shape is the bowl,square,square
304ea6b80cd8e93,What vegetable is scattered in the broth,carrots,carrot
304ea6b80cd8e93,Where are the cilantro and carrots located,on top,in the
30265394037d14c,What is the color of the Veal Scaloppini,golden-brown,golden brown
30265394037d14c,What type of meat is used in the dish,veal,popular choices
30265394037d14c,What color is the Lemon Cream Sauce,white,white
30265394037d14c,Where is the Veal Scaloppini placed,on the plate,on the plate
30265394037d14c,How is the Lemon Cream Sauce applied to the veal,drizzled,drizzled
d1b61b8147cf662,What color is the plate,white,white
d1b61b8147cf662,What type of food is on the plate,vegetables,vegetables
d1b61b8147cf662,What color are the peppers,red,red
d1b61b8147cf662,Where are the vegetables located,on a plate,on a plate
950b1803631181d,What color are the decorative leaves on the Wellington,brown,golden-brown
950b1803631181d,What type of dish is shown in the image,Wellington,savory
950b1803631181d,What color is the plate the Wellington is served on,dark blue,black
6e329e616c77aad,What color are the bell pepper chunks,green,green
6e329e616c77aad,What type of food is being prepared,vegetables,vegetable
6e329e616c77aad,How are the green bell pepper chunks arranged,scattered,scattered
6e329e616c77aad,Where are the vegetables arranged,on a black grill pan,on a grill
4ac1c59a0e69f40,What is the appearance of the sauce on the venison,glazed,red in color
4ac1c59a0e69f40,What color is the sauce around the base of the venison,reddish-brown,red
4ac1c59a0e69f40,Where are the blackberries located in relation to the venison,around the base,around the
4ac1c59a0e69f40,What fruit is scattered around the venison,blackberries,blackberries
518f951a9a03867,What color is the venison,brown,dark brown
518f951a9a03867,What type of meat is in the dish,venison,type of meat
518f951a9a03867,What is covering the venison,gravy,gravy
518f951a9a03867,What color is the plate,green,green
518f951a9a03867,Where is the dish presented,on the plate,on the plate
5bd2d4f17e38c6e,What color are the fried venison backstrap pieces,golden-brown,golden brown
5bd2d4f17e38c6e,What type of meat is shown in the image,venison,None
5bd2d4f17e38c6e,Where are the fried venison backstrap pieces placed,on a plate,on a plate
5bd2d4f17e38c6e,How are the fried venison backstrap pieces arranged,overlapping,appealing
b15c979347195d8,What type of dish is the blueberry vinaigrette dressing used on,salad,salad
b15c979347195d8,What color are the lettuce leaves in the salad,green,green
b15c979347195d8,Where are the blueberries located,in the salad,in the salad
b15c979347195d8,What fruit is included in the salad,blueberries,blueberries
bd3b4a1c7f9f373,What shade is the liquid in the pitcher,brown,brown
bd3b4a1c7f9f373,What is the vinaigrette doing to the light,reflecting,reflecting
bd3b4a1c7f9f373,What is the vinaigrette contained in,pitcher,glass gravy boat
bd3b4a1c7f9f373,What type of dressing is shown in the image,vinaigrette,dark liquid
bd3b4a1c7f9f373,Where is the pitcher positioned in the image,in the foreground,in the image
b78d3c1f05149a8,What type of dressing is shown in the image,vinaigrette,vinaigrette
b78d3c1f05149a8,What material is the surface the jar is sitting on,wooden,wooden
b78d3c1f05149a8,What color is the vinaigrette,yellow-brown,yellowish color
678de4c539aadec,What is the Mama's Balsamic Vinaigrette contained in,jar,glass jar
678de4c539aadec,What material is the surface that the jar is placed on,wooden,wooden
678de4c539aadec,Where is the jar positioned,on a wooden surface,on a wooden surface
da7ef8b9b9c353a,What color is the lettuce in the salad,green,green
da7ef8b9b9c353a,How are the pomegranate seeds distributed in the salad,scattered,scattered
da7ef8b9b9c353a,What color are the pomegranate seeds,red,red
da7ef8b9b9c353a,What type of vegetable is red and present in the salad,tomato,red vegetable
da7ef8b9b9c353a,Where is the clear glass bowl containing pomegranate vinaigrette dressing located,above the middle,at the center
8388d987f7f6275,What color are the waffles,golden-brown,golden
8388d987f7f6275,What food item is shown in the image,waffles,waffles
8388d987f7f6275,What color is the plate,white,white
8388d987f7f6275,What describes the color variation of the waffles,darker,darker
8388d987f7f6275,Where are the waffles placed,on a white plate,on a plate
0cd49eee53547b6,What color are the waffle fries,golden,golden
0cd49eee53547b6,What color is the ground beef in the bowl,brown,brown
0cd49eee53547b6,Where are the waffle fries located in the bowl,on the left,crispy
0cd49eee53547b6,What color are the diced tomatoes,red,red
57c2735d6cec16a,What is the main food item in the image,waffle,waffle
57c2735d6cec16a,What color are the tomatoes on the waffle,red,red
57c2735d6cec16a,Where are the tomatoes located,on the waffle,on the waffle
57c2735d6cec16a,What color are the cilantro pieces,green,green
4ff6dd8fefab333,How would you describe the walleye pieces,Awesome,tender and flaky
4ff6dd8fefab333,What type of fish is shown in the image,Walleye,white fish
4ff6dd8fefab333,What color are the grilled walleye pieces,tan,white
9518cfaa471cdac,What color are the watermelon slices,red,red
9518cfaa471cdac,What fruit is used in the carpaccio,watermelon,watermelon
9518cfaa471cdac,What color is the plate,white,white
9518cfaa471cdac,Where are the feta cheese crumbles placed,on top,on top
9518cfaa471cdac,What color are the pumpkin seeds,green,green
ef4405d0a3ebb18,What is the color of the My Rosy Watermelon Milk Shake,pink,pink
ef4405d0a3ebb18,What fruit is attached to the rim of the glass,watermelon,watermelon
ef4405d0a3ebb18,What color is the interior of the watermelon wedge,red,red
ef4405d0a3ebb18,What is the color of the glass containing the My Rosy Watermelon Milk Shake,clear,clear
5eb218e918c79aa,What color is the plate,orange,orange
5eb218e918c79aa,What shape are the potato pieces,wedges,wedges
5eb218e918c79aa,What color are the potato wedges,golden-brown,golden-brown
5eb218e918c79aa,Where are the potato wedges placed,on plate,on plate
5eb218e918c79aa,What are the green flecks on the potato wedges,herbs,herbs
92fa4c525eb49da,What color is the sausage in the hot dogs,brown,brown
92fa4c525eb49da,What color is the bun of the hot dogs,white,light brown
92fa4c525eb49da,What food item is in the bowl next to the hot dogs,fries,fries
d6ecf0c1e85cc2a,What fruit is used to garnish the drinks,orange,orange
d6ecf0c1e85cc2a,What are the drinks served in,glasses,glasses
d6ecf0c1e85cc2a,What color is the mulled orange wine,amber,"rich, golden-orange hue"
d6ecf0c1e85cc2a,Where are the glasses placed,on the tray,on the tray
5c6270288c1f68c,What material is the bowl made of,metallic,metallic
5c6270288c1f68c,What part of the chicken are the buffalo wings made from,wings,wings
5c6270288c1f68c,What color are the buffalo wings,orange,orange
5c6270288c1f68c,Where are most of the wings located in the image,in the center,various positions within
5c6270288c1f68c,What is the texture of the wings' coating,saucy,shiny
807ba3fcd1dc8e1,What vegetable is the main ingredient in this dish,cauliflower,cauliflower
807ba3fcd1dc8e1,What color are the cauliflower wings,golden brown,golden brown
807ba3fcd1dc8e1,How are the cauliflower wings arranged on the plate,scattered across,scattered
807ba3fcd1dc8e1,What is the cauliflower served on,plate,plate
6a04e8ccad17554,What color are the wontons,golden-brown,golden brown
6a04e8ccad17554,What food is in the bowl,wontons,pastry
6a04e8ccad17554,How do the wontons appear,crispy,crispy
6a04e8ccad17554,What contains the wontons,bowl,bowl
6a04e8ccad17554,Where are the wontons,in the bowl,in the bowl
49f5905aa2f4a48,What color are the cabbage leaves,green,green
49f5905aa2f4a48,What color is the ground beef filling inside the wraps,brownish,brown
49f5905aa2f4a48,Where is the small bowl of sesame seeds located in the image,on the lower right,bottom right corner
49f5905aa2f4a48,What herb is scattered throughout the wraps,cilantro,cilantro
262601b88efcd8d,What color are the wraps,tan,light brown
262601b88efcd8d,What are the two halves of food called,wraps,wrapped
262601b88efcd8d,What type of vegetable is visible in the filling,corn,corn
262601b88efcd8d,What color is the meat in the filling,pink,pink
262601b88efcd8d,Where is some corn located,on the plate,various
d7cd03469abbcd0,What type of green vegetable is in the filling,spinach,spinach
d7cd03469abbcd0,What color are the scrambled eggs,yellow,yellow
a3aedc3e6df1f95,What color are the yams,orange,vibrant orange color
a3aedc3e6df1f95,What type of vegetable is being served,yams,orange
a3aedc3e6df1f95,What is the appearance of the yams' coating,glistening,"glossy, orange-red"
